Service,ResourceType,ResourceId,Name,Application,Environment,Notes
Lambda,Function,cct-flink-etl-cm-crt-FlinkHistoricalCmDeploymentHa-DJYTnRgzxMrU,cct-flink-etl-cm-crt-FlinkHistoricalCmDeploymentHa-DJYTnRgzxMrU,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-trip-tracer-infra-crt-LogRetentionaae0aa3c5b4d-pRKavvr0FQ2O,cct-trip-tracer-infra-crt-LogRetentionaae0aa3c5b4d-pRKavvr0FQ2O,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-icoupon-fk-redrive-crt,cct-ingestion-icoupon-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-customer-profile-member-context-crt,cct-customer-profile-member-context-crt,CCT,CRT,runtime=nodejs20.x mem=512 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-customer-profile-merg-LogRetentionaae0aa3c5b4d-u3cc7sVCNGYH,cct-customer-profile-merg-LogRetentionaae0aa3c5b4d-u3cc7sVCNGYH,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-pnr-tkt-corr-trans-redrive-crt,cct-ingestion-pnr-tkt-corr-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-baggage-crt-by-pnr,cct-sp-baggage-crt-by-pnr,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-ingestion-cm-trans-redrive-crt,cct-ingestion-cm-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-getTrip-crt-get-trip,cct-sp-getTrip-crt-get-trip,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-glue-historical-crt-CustomCDKBucketDeployment8-YHYJ1tFg8fS2,cct-glue-historical-crt-CustomCDKBucketDeployment8-YHYJ1tFg8fS2,CCT,CRT,runtime=python3.11 mem=128 vpc=none
Lambda,Function,cct-flink-fdm-historical--LogRetentionaae0aa3c5b4d-26oBsC9lxqaD,cct-flink-fdm-historical--LogRetentionaae0aa3c5b4d-26oBsC9lxqaD,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-sp-baggage-crt-by-id,cct-sp-baggage-crt-by-id,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-tkt-crt-FlinkTKTDeploymentHandlerFlinkDe-xZECmBgLdCSL,cct-flink-tkt-crt-FlinkTKTDeploymentHandlerFlinkDe-xZECmBgLdCSL,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-sp-flightStatus-crt-by-FIN,cct-sp-flightStatus-crt-by-FIN,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,aws-controltower-NotificationForwarder,aws-controltower-NotificationForwarder,CCT,CRT,runtime=python3.13 mem=128 vpc=none
Lambda,Function,cct-entity-resolution-crt-CustomS3AutoDeleteObject-PB3scGKd8eVc,cct-entity-resolution-crt-CustomS3AutoDeleteObject-PB3scGKd8eVc,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-smart-suite-fk-redrive-crt,cct-ingestion-smart-suite-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-transformer-historical-icoupon-redemption-redrive-crt,cct-transformer-historical-icoupon-redemption-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-pnr-tkt-cor-FlinkHistoricalPNRTKTCor-AQv2WjTdIbgc,cct-flink-etl-pnr-tkt-cor-FlinkHistoricalPNRTKTCor-AQv2WjTdIbgc,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-customer-profile-merg-BucketNotificationsHandl-2GsukLF8vrN1,cct-customer-profile-merg-BucketNotificationsHandl-2GsukLF8vrN1,CCT,CRT,runtime=python3.11 mem=128 vpc=none
Lambda,Function,cct-ingestion-cm-bag-trans-redrive-crt,cct-ingestion-cm-bag-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-fdm-historical--FlinkHistoricalFDMDeploy-KehDEwZXihNx,cct-flink-fdm-historical--FlinkHistoricalFDMDeploy-KehDEwZXihNx,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-sp-validateToken-crt-validate-login-token,cct-sp-validateToken-crt-validate-login-token,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-cancel-vouc-FlinkHistoricalCancelVou-O5HnYcdVi68u,cct-flink-etl-cancel-vouc-FlinkHistoricalCancelVou-O5HnYcdVi68u,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-fdm-crt-LogRetentionaae0aa3c5b4d4f87b02d-M5ENdyujn0SF,cct-flink-fdm-crt-LogRetentionaae0aa3c5b4d4f87b02d-M5ENdyujn0SF,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-sp-stepUp-crt-resend-otp,cct-sp-stepUp-crt-resend-otp,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-stormx-crt-FlinkHistoricalStormXDepl-Ej3sYUKGWJGk,cct-flink-etl-stormx-crt-FlinkHistoricalStormXDepl-Ej3sYUKGWJGk,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,ac-cct-cmp-start-chat-crt,ac-cct-cmp-start-chat-crt,CCT,CRT,runtime=python3.11 mem=3000 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-stepUp-crt-get-contact-info,cct-sp-stepUp-crt-get-contact-info,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-create-partition-lambda-crt,cct-create-partition-lambda-crt,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-ingestion-tkt-fk-redrive-crt,cct-ingestion-tkt-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-auth-service-crt-MachineAuthSecretGenerator8DC-UKFOewlPCmjE,cct-auth-service-crt-MachineAuthSecretGenerator8DC-UKFOewlPCmjE,CCT,CRT,runtime=python3.11 mem=512 vpc=none
Lambda,Function,cct-flink-etl-cm-pax-corr-LogRetentionaae0aa3c5b4d-CM2pPULGCS38,cct-flink-etl-cm-pax-corr-LogRetentionaae0aa3c5b4d-CM2pPULGCS38,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-fdm-fk-redrive-crt,cct-ingestion-fdm-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-cm-historical-c-FlinkHistoricalCMDeploym-FhFTjis3psNn,cct-flink-cm-historical-c-FlinkHistoricalCMDeploym-FhFTjis3psNn,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-pnr-tkt-corr-fk-redrive-crt,cct-ingestion-pnr-tkt-corr-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,entsre-cct-smoke-tester-lambda-crt,entsre-cct-smoke-tester-lambda-crt,CCT,CRT,runtime=nodejs22.x mem=512 vpc=none
Lambda,Function,cct-transformer-customer-profile-cpid-redrive-crt,cct-transformer-customer-profile-cpid-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-kafka-mirroring-crt-LogRetentionaae0aa3c5b4d4f-9ZFfk8gchhOW,cct-kafka-mirroring-crt-LogRetentionaae0aa3c5b4d4f-9ZFfk8gchhOW,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-fdm-crt-FlinkHistoricalFDMDeployment-GDvBQqY5hUWT,cct-flink-etl-fdm-crt-FlinkHistoricalFDMDeployment-GDvBQqY5hUWT,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-sp-bookingChange-crt-router,cct-sp-bookingChange-crt-router,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-pnr-crt-FlinkHistoricalPNRDeployment-ULQgiKQazGzp,cct-flink-etl-pnr-crt-FlinkHistoricalPNRDeployment-ULQgiKQazGzp,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-customer-profile-cpid-fk-redrive-crt,cct-ingestion-customer-profile-cpid-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-cm-crt-FlinkHistoricalCmDeploymentHa-gIogf7hPCbPe,cct-flink-etl-cm-crt-FlinkHistoricalCmDeploymentHa-gIogf7hPCbPe,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-transformer-cm-redrive-crt,cct-transformer-cm-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-baggage-crt-LogRetentionaae0aa3c5b4d-1M3KQWrjM6IC,cct-flink-etl-baggage-crt-LogRetentionaae0aa3c5b4d-1M3KQWrjM6IC,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-stormx-fk-redrive-crt,cct-ingestion-stormx-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-flightStatus-crt-by-inbound,cct-sp-flightStatus-crt-by-inbound,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-cm-historical-c-LogRetentionaae0aa3c5b4d-BKMcY8h6H0vC,cct-flink-cm-historical-c-LogRetentionaae0aa3c5b4d-BKMcY8h6H0vC,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-baggage-crt-FlinkHistoricalBaggageDe-UOc3XPkof4Yh,cct-flink-etl-baggage-crt-FlinkHistoricalBaggageDe-UOc3XPkof4Yh,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-aacc-crt-FlinkAACCDeploymentHandlerFlink-vKurGDqN2TTW,cct-flink-aacc-crt-FlinkAACCDeploymentHandlerFlink-vKurGDqN2TTW,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-sp-case-crt-discovery,cct-sp-case-crt-discovery,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-baggage-crt-LogRetentionaae0aa3c5b4d4f87-xnBTsW2iI8OW,cct-flink-baggage-crt-LogRetentionaae0aa3c5b4d4f87-xnBTsW2iI8OW,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-cancel-vouc-LogRetentionaae0aa3c5b4d-p6uxDdm49ReB,cct-flink-etl-cancel-vouc-LogRetentionaae0aa3c5b4d-p6uxDdm49ReB,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-baggage-crt-FlinkHistoricalBaggageDe-H1s8umIeKiBl,cct-flink-etl-baggage-crt-FlinkHistoricalBaggageDe-H1s8umIeKiBl,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-flink-etl-aacc-crt-FlinkHistoricalAACCDeployme-vpjmpsWXZAEd,cct-flink-etl-aacc-crt-FlinkHistoricalAACCDeployme-vpjmpsWXZAEd,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-aacc-fk-redrive-crt,cct-ingestion-aacc-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-cm-crt-FlinkCMDeploymentHandlerFlinkDepl-Ju6jQGh7dMdU,cct-flink-cm-crt-FlinkCMDeploymentHandlerFlinkDepl-Ju6jQGh7dMdU,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-auth-service-crt-MachineAuthSecretProviderfram-tkqzHqPT0aFh,cct-auth-service-crt-MachineAuthSecretProviderfram-tkqzHqPT0aFh,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-fdm-crt-LogRetentionaae0aa3c5b4d4f87-uYh3VmV6Es2t,cct-flink-etl-fdm-crt-LogRetentionaae0aa3c5b4d4f87-uYh3VmV6Es2t,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-icoupon-crt-FlinkHistoricaliCouponDe-GGj8lcWnNSh6,cct-flink-etl-icoupon-crt-FlinkHistoricaliCouponDe-GGj8lcWnNSh6,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,ssm-block-public-sharing-ca-central-1,ssm-block-public-sharing-ca-central-1,CCT,CRT,runtime=python3.12 mem=128 vpc=none
Lambda,Function,cct-ingestion-pnr-fk-redrive-crt,cct-ingestion-pnr-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-notifications-crt-notifications,cct-sp-notifications-crt-notifications,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-cm-pax-corr-FlinkHistoricalCMPaxCorr-SDauwt4FyBlK,cct-flink-etl-cm-pax-corr-FlinkHistoricalCMPaxCorr-SDauwt4FyBlK,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-flink-baggage-crt-FlinkBaggageDeploymentHandle-WGfC2uXnERnA,cct-flink-baggage-crt-FlinkBaggageDeploymentHandle-WGfC2uXnERnA,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-fdm-crt-FlinkFDMDeploymentHandlerFlinkDe-vJvDicMQxF3T,cct-flink-fdm-crt-FlinkFDMDeploymentHandlerFlinkDe-vJvDicMQxF3T,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-flink-etl-icoupon-red-FlinkHistoricaliCouponRe-fDertOTMtMuZ,cct-flink-etl-icoupon-red-FlinkHistoricaliCouponRe-fDertOTMtMuZ,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-shared-infra-crt-CustomCDKBucketDeployment8693-WdjP39MTvbOK,cct-shared-infra-crt-CustomCDKBucketDeployment8693-WdjP39MTvbOK,CCT,CRT,runtime=python3.13 mem=128 vpc=none
Lambda,Function,cct-kafka-mirroring-crt-CustomCDKBucketDeployment8-ltLOQtTw1KO1,cct-kafka-mirroring-crt-CustomCDKBucketDeployment8-ltLOQtTw1KO1,CCT,CRT,runtime=python3.11 mem=128 vpc=none
Lambda,Function,cct-sp-stepUp-crt-verify-idv-callback,cct-sp-stepUp-crt-verify-idv-callback,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,ac-cct-cmp-enable-streaming-crt,ac-cct-cmp-enable-streaming-crt,CCT,CRT,runtime=python3.11 mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-ingestion-fdm-trans-redrive-crt,cct-ingestion-fdm-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-cm-crt-LogRetentionaae0aa3c5b4d4f87b02d8-C9G4XgzLcqYE,cct-flink-cm-crt-LogRetentionaae0aa3c5b4d4f87b02d8-C9G4XgzLcqYE,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-aacc-crt-LogRetentionaae0aa3c5b4d4f87b02-C7dapIazzEYq,cct-flink-aacc-crt-LogRetentionaae0aa3c5b4d4f87b02-C7dapIazzEYq,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-pnr-crt-FlinkPNRDeploymentHandlerFlinkDe-CNEwEwvRqK6P,cct-flink-pnr-crt-FlinkPNRDeploymentHandlerFlinkDe-CNEwEwvRqK6P,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-flink-baggage-histori-FlinkHistoricalBaggageDe-AZjURaldKSHR,cct-flink-baggage-histori-FlinkHistoricalBaggageDe-AZjURaldKSHR,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-sp-flightStatus-crt-by-departure-airport,cct-sp-flightStatus-crt-by-departure-airport,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-aacc-crt-LogRetentionaae0aa3c5b4d4f8-VePcEXygIFgO,cct-flink-etl-aacc-crt-LogRetentionaae0aa3c5b4d4f8-VePcEXygIFgO,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,ac-cct-eds-tracing-api-crt,ac-cct-eds-tracing-api-crt,CCT,CRT,runtime=python3.12 mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-fdm-crt-FlinkHistoricalFDMDeployment-xdd0aRldE9nF,cct-flink-etl-fdm-crt-FlinkHistoricalFDMDeployment-xdd0aRldE9nF,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-aacc-crt-FlinkHistoricalAACCDeployme-ymle08iEwwiO,cct-flink-etl-aacc-crt-FlinkHistoricalAACCDeployme-ymle08iEwwiO,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-ingestion-cm-fk-redrive-crt,cct-ingestion-cm-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-transformer-pnr-tkt-corr-redrive-crt,cct-transformer-pnr-tkt-corr-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-pnr-tkt-cor-LogRetentionaae0aa3c5b4d-JuzuaIxhtR9b,cct-flink-etl-pnr-tkt-cor-LogRetentionaae0aa3c5b4d-JuzuaIxhtR9b,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-baggage-histori-LogRetentionaae0aa3c5b4d-nbUu1Oai4Vdg,cct-flink-baggage-histori-LogRetentionaae0aa3c5b4d-nbUu1Oai4Vdg,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-cm-bag-fk-redrive-crt,cct-ingestion-cm-bag-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-cm-crt-FlinkCMDeploymentHandlerFlinkDepl-MmDDnmMdHTXI,cct-flink-cm-crt-FlinkCMDeploymentHandlerFlinkDepl-MmDDnmMdHTXI,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-sp-stepUp-crt-verify-otp,cct-sp-stepUp-crt-verify-otp,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-glue-snowflake-crt-CustomCDKBucketDeployment86-UNPGxYPlbWNC,cct-glue-snowflake-crt-CustomCDKBucketDeployment86-UNPGxYPlbWNC,CCT,CRT,runtime=python3.11 mem=128 vpc=none
Lambda,Function,cct-flink-fdm-crt-FlinkFDMDeploymentHandlerFlinkDe-CIn00ldLOVS0,cct-flink-fdm-crt-FlinkFDMDeploymentHandlerFlinkDe-CIn00ldLOVS0,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-pnr-trans-redrive-crt,cct-ingestion-pnr-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-baggage-histori-FlinkHistoricalBaggageDe-STB7lj88peqN,cct-flink-baggage-histori-FlinkHistoricalBaggageDe-STB7lj88peqN,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-aacc-trans-redrive-crt,cct-ingestion-aacc-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-transformer-icoupon-redrive-crt,cct-transformer-icoupon-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-pnr-crt-LogRetentionaae0aa3c5b4d4f87-mqJUypPhpy7j,cct-flink-etl-pnr-crt-LogRetentionaae0aa3c5b4d4f87-mqJUypPhpy7j,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-cm-historical-c-FlinkHistoricalCMDeploym-bgCp4gVmpShj,cct-flink-cm-historical-c-FlinkHistoricalCMDeploym-bgCp4gVmpShj,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-sp-case-crt-proxy,cct-sp-case-crt-proxy,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-stepUp-crt-send-otp,cct-sp-stepUp-crt-send-otp,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-tkt-crt-LogRetentionaae0aa3c5b4d4f87-V1mnJm3pdFUe,cct-flink-etl-tkt-crt-LogRetentionaae0aa3c5b4d4f87-V1mnJm3pdFUe,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-pnr-crt-FlinkHistoricalPNRDeployment-ynK6uEwL31XE,cct-flink-etl-pnr-crt-FlinkHistoricalPNRDeployment-ynK6uEwL31XE,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-flink-tkt-historical--LogRetentionaae0aa3c5b4d-Wkk72hyX9aHG,cct-flink-tkt-historical--LogRetentionaae0aa3c5b4d-Wkk72hyX9aHG,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-sp-flightStatus-crt-by-route,cct-sp-flightStatus-crt-by-route,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-icoupon-crt-FlinkHistoricaliCouponDe-oabvJiMeGfBC,cct-flink-etl-icoupon-crt-FlinkHistoricaliCouponDe-oabvJiMeGfBC,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-auth-service-crt,cct-auth-service-crt,CCT,CRT,runtime=python3.11 mem=512 vpc=none
Lambda,Function,cct-flink-aacc-crt-FlinkAACCDeploymentHandlerFlink-E3VcB2gySGlq,cct-flink-aacc-crt-FlinkAACCDeploymentHandlerFlink-E3VcB2gySGlq,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-pnr-crt-LogRetentionaae0aa3c5b4d4f87b02d-4uYPoB43TuRr,cct-flink-pnr-crt-LogRetentionaae0aa3c5b4d4f87b02d-4uYPoB43TuRr,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-aacc-historical-FlinkHistoricalAACCDeplo-ViKZJeczEHef,cct-flink-aacc-historical-FlinkHistoricalAACCDeplo-ViKZJeczEHef,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-historical-icoupon-redemption-trans-redrive-crt,cct-ingestion-historical-icoupon-redemption-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-fdm-historical--FlinkHistoricalFDMDeploy-5up0Axjt8mD3,cct-flink-fdm-historical--FlinkHistoricalFDMDeploy-5up0Axjt8mD3,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-transformer-fdm-redrive-crt,cct-transformer-fdm-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-aacc-historical-FlinkHistoricalAACCDeplo-JXqZjFb9OuUE,cct-flink-aacc-historical-FlinkHistoricalAACCDeplo-JXqZjFb9OuUE,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-ingestion-customer-profile-cpid-trans-redrive-crt,cct-ingestion-customer-profile-cpid-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-tkt-historical--FlinkHistoricalTKTDeploy-YK6ypBXIiAKe,cct-flink-tkt-historical--FlinkHistoricalTKTDeploy-YK6ypBXIiAKe,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-cm-crt-LogRetentionaae0aa3c5b4d4f87b-r3mnQSlnaHkg,cct-flink-etl-cm-crt-LogRetentionaae0aa3c5b4d4f87b-r3mnQSlnaHkg,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,aws-backup-custom-cross-region-account-copy-prod,aws-backup-custom-cross-region-account-copy-prod,CCT,CRT,runtime=python3.13 mem=128 vpc=none
Lambda,Function,cct-flink-tkt-crt-LogRetentionaae0aa3c5b4d4f87b02d-2caRHRFtfUIM,cct-flink-tkt-crt-LogRetentionaae0aa3c5b4d4f87b02d-2caRHRFtfUIM,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,ac-cct-cmp-ai-agent-crt,ac-cct-cmp-ai-agent-crt,CCT,CRT,runtime=python3.11 mem=3000 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-transformer-pnr-redrive-crt,cct-transformer-pnr-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-customer-crt-customer-profile,cct-sp-customer-crt-customer-profile,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-infra-crt-jwt-authorizer,cct-sp-infra-crt-jwt-authorizer,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-flightStatus-crt-by-flight-number,cct-sp-flightStatus-crt-by-flight-number,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-stepUp-crt-revoke-jwt,cct-sp-stepUp-crt-revoke-jwt,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-sp-bookingChange-crt-eligibility,cct-sp-bookingChange-crt-eligibility,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,ac-cct-cmp-message-metadata-enrich-crt,ac-cct-cmp-message-metadata-enrich-crt,CCT,CRT,runtime=python3.11 mem=1024 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-tkt-crt-FlinkTKTDeploymentHandlerFlinkDe-T0bFgJQAsPXa,cct-flink-tkt-crt-FlinkTKTDeploymentHandlerFlinkDe-T0bFgJQAsPXa,CCT,CRT,runtime=python3.11 mem=256 vpc=none
